0	278.898
1	153.455
2	557.796
3	306.910
4	836.695
5	460.364
6	0.892
7	2.454
8	17.292
9	2.704
10	7.436
11	52.391
12	0.892
13	2.454
14	17.292
15	2.704
16	7.436
17	52.391
18	0.892
19	2.454
20	17.292
21	2.704
22	7.436
23	52.391
24	0.892
25	2.454
26	17.292
27	2.704
28	7.436
29	52.391
30	0.892
31	2.454
32	17.292
33	2.704
34	7.436
35	52.391
36	0.892
37	2.454
38	17.292
39	2.704
40	7.436
41	52.391
42	0.892
43	2.454
44	17.292
45	2.704
46	7.436
47	52.391
48	0.892
49	2.454
50	17.292
51	2.704
52	7.436
53	52.391
54	0.892
55	2.454
56	17.292
57	2.704
58	7.436
59	52.391
60	0.892
61	2.454
62	17.292
63	2.704
64	7.436
65	52.391
66	0.892
67	2.454
68	17.292
69	2.704
70	7.436
71	52.391
72	0.892
73	2.454
74	17.292
75	2.704
76	7.436
77	52.391
78	0.892
79	2.454
80	17.292
81	2.704
82	7.436
83	52.391
84	0.892
85	2.454
86	17.292
87	2.704
88	7.436
89	52.391
90	0.892
91	2.454
92	17.292
93	2.704
94	7.436
95	52.391
96	0.892
97	2.454
98	17.292
99	2.704
100	7.436
101	52.391
102	0.892
103	2.454
104	17.292
105	2.704
106	7.436
107	52.391
108	0.892
109	2.454
110	17.292
111	2.704
112	7.436
113	52.391
114	0.892
115	2.454
116	17.292
117	2.704
118	7.436
119	52.391
120	0.892
121	2.454
122	17.292
123	2.704
124	7.436
125	52.391
126	0.892
127	2.454
128	17.292
129	2.704
130	7.436
131	52.391
132	0.892
133	2.454
134	17.292
135	2.704
136	7.436
137	52.391
138	0.892
139	2.454
140	17.292
141	2.704
142	7.436
143	52.391
144	0.892
145	2.454
146	17.292
147	2.704
148	7.436
149	52.391
150	0.005
151	0.047
152	0.028
153	0.284
154	0.142
155	1.420
156	0.001
157	0.007
158	0.004
159	0.041
160	0.020
161	0.203
162	0.020
163	0.203
164	0.122
165	1.217
166	0.608
167	6.084
168	0.003
169	0.034
170	0.020
171	0.203
172	0.101
173	1.014
174	0.001
175	0.007
176	0.004
177	0.041
178	0.020
179	0.203
180	0.243
181	2.434
182	1.460
183	14.602
184	7.301
185	73.009
186	0.035
187	0.352
188	0.211
189	2.109
190	1.055
191	10.546
192	0.008
193	0.081
194	0.049
195	0.487
196	0.243
197	2.434
198	3.456
199	2.163
200	1.480
201	20.734
202	12.979
203	8.877
204	103.670
205	64.895
206	44.386
207	14.810
208	9.271
209	6.341
210	88.860
211	55.625
212	38.045
213	444.302
214	278.123
215	190.225
216	177.721
217	111.249
218	76.090
219	1066.321
220	667.497
221	456.539
222	5331.606
223	3337.492
224	2282.696
225	15.197
226	7.858
227	4.977
228	91.182
229	47.149
230	29.860
231	455.908
232	235.744
233	149.301
234	2.171
235	1.123
236	0.711
237	13.026
238	6.736
239	4.266
240	65.130
241	33.678
242	21.329
243	65.130
244	33.678
245	21.329
246	390.778
247	202.067
248	127.972
249	1953.890
250	1010.333
251	639.861
252	10.855
253	5.613
254	3.555
255	65.130
256	33.678
257	21.329
258	325.648
259	168.389
260	106.643
261	2.171
262	1.123
263	0.711
264	13.026
265	6.736
266	4.266
267	65.130
268	33.678
269	21.329
270	781.560
271	404.134
272	255.945
273	4689.339
274	2424.789
275	1535.669
276	23446.578
277	12124.018
278	7678.354
279	112.891
280	58.375
281	36.970
282	677.348
283	350.249
284	221.818
285	3386.743
286	1751.244
287	1109.092
288	26.052
289	13.471
290	8.531
291	156.311
292	80.827
293	51.189
294	781.556
295	404.133
296	255.944
297	2.054
298	12.325
299	61.627
300	0.293
301	1.761
302	8.804
303	8.804
304	52.823
305	264.114
306	1.467
307	8.804
308	44.019
309	0.293
310	1.761
311	8.804
312	105.646
313	633.873
314	3169.388
315	15.260
316	91.560
317	457.798
318	3.522
319	21.129
320	105.646
321	0.028
322	0.280
323	2.800
324	0.016
325	0.160
326	1.600
327	0.004
328	0.040
329	0.400
330	0.120
331	1.200
332	12.000
333	0.060
334	0.600
335	6.000
336	0.020
337	0.200
338	2.000
339	1.440
340	14.400
341	144.000
342	0.720
343	7.200
344	72.000
345	0.208
346	2.080
347	20.800
348	0.104
349	1.036
350	10.360
351	0.059
352	0.592
353	5.920
354	0.015
355	0.148
356	1.480
357	0.444
358	4.440
359	44.400
360	0.222
361	2.220
362	22.200
363	0.074
364	0.740
365	7.400
366	5.328
367	53.280
368	532.800
369	2.664
370	26.640
371	266.400
372	0.770
373	7.696
374	76.960
