500, 97.00
1000, 2067.00
1500, 12104.00
2000, 37876.00
2500, 85317.00
3000, 144069.00
3500, 209004.00
4000, 262480.00
4500, 288606.00
5000, 290043.00
5500, 274978.00
6000, 234304.00
6500, 184219.00
7000, 148854.00
7500, 128507.00
8000, 120149.00
8500, 121876.00
9000, 137456.00
9500, 148380.00
10000, 140364.00
10500, 122531.00
11000, 97862.00
11500, 69954.00
12000, 41434.00
12500, 21149.00
13000, 10794.00
13500, 3266.00
14000, 108.00
14500, 0.00
15000, 0.00
